furo,de,ate,cli,fegl,sigl,pgl,algl,mngl,pfgl,cagl,mggl,tigl,fogl,f3gl,outros,g1,g2,g3,g4,fe1,si1,p1,al1,mn1,pf1,ca1,mg1,ti1,fo1,f3_1,fe2,si2,p2,al2,mn2,pf2,ca2,mg2,ti2,fo2,f3_2,fe3,si3,p3,al3,mn3,pf3,ca3,mg3,ti3,fo3,f3_3,fe4,si4,p4,al4,mn4,pf4,ca4,mg4,ti4,fo4,f3_4,fgra,fqgl,fq1,fq2,fq3,fq4,rec_am,mid_x,mid_y,mid_z,afe1,asi1,ap1,aal1,amn1,apf1,aca1,amg1,ati1,afo1,afe2,asi2,ap2,aal2,amn2,apf2,aca2,amg2,ati2,afo2,afe3,asi3,ap3,aal3,amn3,apf3,aca3,amg3,ati3,afo3,afe4,asi4,ap4,aal4,amn4,apf4,aca4,amg4,ati4,afo4,ind
FDDI0268,153.6,162.25,IF,50.248,21.728,0.057,2.184,0.527,2.68,0.014,0.127,0.065,0.368,,27.75065,6.761,18.77,20.725,53.744,52.2,18.1,0.065,2.2,1,3.02,0.019,0.111,0.066,0.51,,56.17,11,0.064,2.785,0.986,3.61,0.019,0.143,0.077,0.453,,43.76,29.34,0.064,2.835,0.703,3.42,0.017,0.208,0.061,0.716,,50.436,22.996,0.051,1.722,0.239,2.026,0.01,0.092,0.062,0.186,,100,99.407,99.53,99.31,99.419,99.42,88.44,660777.7964,7798881.959,814.4477707,352.924200,122.374100,0.439465,14.874200,6.761000,20.418220,0.128459,0.750471,0.446226,3.448110,1054.310900,206.470000,1.201280,52.274450,18.507220,67.759700,0.356630,2.684110,1.445290,8.502810,906.926000,608.071500,1.326400,58.755375,14.569675,70.879500,0.352325,4.310800,1.264225,14.839100,2710.632384,1235.897024,2.740944,92.547168,12.844816,108.885344,0.537440,4.944448,3.332128,9.996384,1
FDDI0268,162.25,184.8,QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.81,660779.1721,7798884.14,799.0625067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0269,0,9.85,CG,59.085,2.634,0.076,1.915,0.05,9.343,0.011,0.044,0.564,0.742,,14.76304,55.219,16.707,14.532,13.542,59.29,2.36,0.077,1.825,0.053,9.35,0.005,0.037,0.523,0.328,,58.78,2.68,0.076,1.84,0.059,10.26,0.016,0.045,0.486,2.529,,58.43,3.99,0.073,1.945,0.04,8.88,0.027,0.052,0.608,0.402,,59.327,2.243,0.078,2.343,0.035,8.681,0.015,0.066,0.783,0.591,,100,99.143,99.075,99.334,99.214,99.11,87.31,660757.2419,7798632.73,949.3518218,3273.934510,130.316840,4.251863,100.774675,2.926607,516.297650,0.276095,2.043103,28.879537,18.111832,982.037460,44.774760,1.269732,30.740880,0.985713,171.413820,0.267312,0.751815,8.119602,42.252003,849.104760,57.982680,1.060836,28.264740,0.581280,129.044160,0.392364,0.755664,8.835456,5.841864,803.406234,30.374706,1.056276,31.728906,0.473970,117.558102,0.203130,0.893772,10.603386,8.003322,1
FDDI0269,9.85,17.1,CG,60.276,2.64,0.034,1.677,1.415,7.26,0.011,0.034,0.268,2.541,,14.17526,37.018,21.45,17.69,23.842,59.85,2.05,0.034,1.948,2,7.74,0.008,0.028,0.188,3.955,,59.16,2.81,0.034,1.637,1.474,9.4,0.009,0.027,0.2,1.817,,60.64,3.85,0.035,1.312,1.042,6.04,0.015,0.041,0.37,3.289,,61.67,2.505,0.034,1.561,0.731,5.496,0.013,0.046,0.376,0.442,,100,99.688,99.75,100.443,99.385,99.139,94.48,660757.2678,7798634.215,940.9317155,2215.527300,75.886900,1.258612,72.111064,74.036000,286.519320,0.296144,1.036504,6.959384,146.406190,1268.982000,60.274500,0.729300,35.113650,31.617300,201.630000,0.193050,0.579150,4.290000,38.974650,1072.721600,68.106500,0.619150,23.209280,18.432980,106.847600,0.265350,0.725290,6.545300,58.182410,1470.336140,59.724210,0.810628,37.217362,17.428502,131.035632,0.309946,1.096732,8.964592,10.538164,1
FDDI0269,17.1,24.2,IFRGO,56.64,13.4,0.028,1.946,0.051,4.017,0.014,0.06,0.098,1.338,,19.67868,19.855,17.713,27.575,34.857,58.06,8.02,0.039,3.504,0.043,4.88,0.014,0.057,0.184,1.177,,59.25,7.64,0.035,2.314,0.12,6,0.015,0.058,0.107,1.148,,58.43,12.23,0.023,1.168,0.039,3.62,0.014,0.051,0.064,1.628,,53.09,20.317,0.023,1.488,0.031,2.832,0.014,0.071,0.071,1.295,,100,100.497,99.681,100.951,100.606,100.646,85.92,660757.2896,7798635.46,933.8657199,1152.781300,159.237100,0.774345,69.571920,0.853765,96.892400,0.277970,1.131735,3.653320,23.369335,1049.495250,135.327320,0.619955,40.987882,2.125560,106.278000,0.265695,1.027354,1.895291,20.334524,1611.207250,337.242250,0.634225,32.207600,1.075425,99.821500,0.386050,1.406325,1.764800,44.892100,1850.558130,708.189669,0.801711,51.867216,1.080567,98.715024,0.487998,2.474847,2.474847,45.139815,1
FDDI0269,24.2,34,IGO,46.686,26.247,0.021,0.795,0.036,6.012,0.009,0.058,0.049,1.155,,33.27425,35.011,21.147,19.914,23.928,50.84,19.82,0.021,0.504,0.03,6.41,0.007,0.037,0.043,1.015,,48.89,21.54,0.029,0.671,0.053,7.06,0.009,0.046,0.045,1.109,,46.23,27.65,0.017,0.714,0.037,5.72,0.009,0.06,0.05,1.421,,39.039,38.642,0.018,1.398,0.028,4.747,0.012,0.097,0.062,1.178,,100,99.883,99.481,99.28,100.227,100.719,79.59,660757.3152,7798636.927,925.5440944,1779.959240,693.918020,0.735231,17.645544,1.050330,224.420510,0.245077,1.295407,1.505473,35.536165,1033.876830,455.506380,0.613263,14.189637,1.120791,149.297820,0.190323,0.972762,0.951615,23.452023,920.624220,550.622100,0.338538,14.218596,0.736818,113.908080,0.179226,1.194840,0.995700,28.297794,934.125192,924.625776,0.430704,33.451344,0.669984,113.586216,0.287136,2.321016,1.483536,28.187184,1
FDDI0269,34,42.9,IGO,50.994,18.448,0.04,1.308,0.046,7.36,0.007,0.05,0.041,1.317,,27.37736,48.893,18.285,11.029,21.793,56.73,8.98,0.05,0.624,0.061,9.11,0.005,0.03,0.029,1.581,,54.39,13.65,0.04,1.322,0.04,8.16,0.008,0.038,0.034,1.134,,46.03,26.02,0.033,1.896,0.029,5.62,0.012,0.069,0.051,1.188,,37.789,39.885,0.022,2.533,0.024,3.641,0.009,0.093,0.067,0.944,,100,100.124,99.902,100.99,99.458,100.233,75.84,660757.3435,7798638.551,916.3361419,2773.699890,439.059140,2.444650,30.509232,2.982473,445.415230,0.244465,1.466790,1.417897,77.299833,994.521150,249.590250,0.731400,24.172770,0.731400,149.205600,0.146280,0.694830,0.621690,20.735190,507.664870,286.974580,0.363957,20.910984,0.319841,61.982980,0.132348,0.761001,0.562479,13.102452,823.535677,869.213805,0.479446,55.201669,0.523032,79.348313,0.196137,2.026749,1.460131,20.572592,1
FDDI0269,42.9,45.9,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,660757.3616,7798639.584,910.4765358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0269,45.9,54.35,IGO,45.759,28.168,0.035,0.275,0.036,6.037,0.002,0.036,0.011,0.154,,34.66531,89.77,2.753,2.595,4.882,46.84,26.39,0.036,0.276,0.037,6.26,0.002,0.034,0.009,0.16,,45.39,29.07,0.04,0.226,0.032,5.9,0.002,0.036,0.003,0.129,,44.82,30.9,0.033,0.241,0.034,4.86,0.003,0.04,0.039,0.107,,26.584,58.911,0.021,0.307,0.012,2.636,0.003,0.078,0.032,0.091,,100,100.061,100.051,100.25,100.27,100.027,85.21,660757.3789,7798640.578,904.8385114,4204.826800,2369.030300,3.231720,24.776520,3.321490,561.960200,0.179540,3.052180,0.807930,14.363200,124.958670,80.029710,0.110120,0.622178,0.088096,16.242700,0.005506,0.099108,0.008259,0.355137,116.307900,80.185500,0.085635,0.625395,0.088230,12.611700,0.007785,0.103800,0.101205,0.277665,129.783088,287.603502,0.102522,1.498774,0.058584,12.868952,0.014646,0.380796,0.156224,0.444262,1
FDDI0269,54.35,61,IC,37.251,44.772,0.019,0.321,0.012,1.839,0.002,0.061,0.036,0.864,,47.09323,73.667,4.092,6.507,15.734,38.11,43.52,0.019,0.255,0.009,2.12,0.001,0.056,0.038,0.908,,41.5,37.94,0.02,0.501,0.017,2,0.003,0.055,0.012,0.85,,39.55,42.24,0.017,0.53,0.019,0.88,0.004,0.067,0.017,0.792,,31.173,53.457,0.017,0.498,0.019,0.875,0.004,0.081,0.041,0.69,,100,100.249,100.43,99.817,100.258,99.51,69.92,660757.4018,7798641.889,897.4032128,2807.449370,3205.987840,1.399673,18.785085,0.663003,156.174040,0.073667,4.125352,2.799346,66.889636,169.818000,155.250480,0.081840,2.050092,0.069564,8.184000,0.012276,0.225060,0.049104,3.478200,257.351850,274.855680,0.110619,3.448710,0.123633,5.726160,0.026028,0.435969,0.110619,5.153544,490.475982,841.092438,0.267478,7.835532,0.298946,13.767250,0.062936,1.274454,0.645094,10.856460,1
FDDI0269,61,71.6,IGO,38.084,39.012,0.042,1.465,0.16,4.431,0.004,0.103,0.071,0.373,,45.43178,27.305,18.02,23.743,30.932,44.14,30.08,0.064,0.751,0.111,5.69,0.005,0.06,0.048,0.485,,48.33,21.8,0.054,1.122,0.275,7.3,0.006,0.084,0.06,0.375,,44.6,31.35,0.031,1.222,0.223,2.95,0.004,0.086,0.066,0.359,,21.766,62.806,0.025,2.482,0.089,2.785,0.003,0.164,0.102,0.283,,100,99.797,99.977,99.906,99.762,99.601,89.62,660757.4279,7798643.386,888.909246,1205.242700,821.334400,1.747520,20.506055,3.030855,155.365450,0.136525,1.638300,1.310640,13.242925,870.906600,392.836000,0.973080,20.218440,4.955500,131.546000,0.108120,1.513680,1.081200,6.757500,1058.937800,744.343050,0.736033,29.013946,5.294689,70.041850,0.094972,2.041898,1.567038,8.523737,673.265912,1942.715192,0.773300,76.773224,2.752948,86.145620,0.092796,5.072848,3.155064,8.753756,1
FDDI0269,71.6,80.7,IGO,39.965,35.589,0.042,0.374,0.263,6.374,0.005,0.067,0.017,0.207,,42.93246,34.875,27.419,11.944,25.762,47.7,23.95,0.047,0.268,0.108,7.22,0.004,0.049,0.005,0.336,,48.61,21.2,0.051,0.34,0.327,8.4,0.006,0.049,0.005,0.114,,36.98,39.66,0.041,0.476,0.649,6.06,0.006,0.077,0.041,0.19,,21.675,64.772,0.027,0.506,0.227,3.219,0.005,0.107,0.035,0.141,,100,99.978,99.902,100.024,100.101,99.973,89.01,660757.4578,7798645.096,879.2088896,1663.537500,835.256250,1.639125,9.346500,3.766500,251.797500,0.139500,1.708875,0.174375,11.718000,1332.837590,581.282800,1.398369,9.322460,8.966013,230.319600,0.164514,1.343531,0.137095,3.125766,441.689120,473.699040,0.489704,5.685344,7.751656,72.380640,0.071664,0.919688,0.489704,2.269360,558.391350,1668.656264,0.695574,13.035572,5.847974,82.927878,0.128810,2.756534,0.901670,3.632442,1
FDDI0269,80.7,91.7,IGO,42.64,30.712,0.052,2.828,0.177,4.815,0.006,0.08,0.249,0.593,,39.0852,17.121,18.375,22.693,41.811,49.34,20.27,0.073,2.074,0.061,6.16,0.007,0.052,0.357,0.67,,44.76,22.21,0.071,4.882,0.222,7.63,0.007,0.095,0.446,0.655,,48.36,22.4,0.049,2.8,0.294,4.59,0.006,0.071,0.197,0.576,,35.861,43.235,0.037,2.25,0.142,3.15,0.005,0.089,0.147,0.543,,100,99.936,99.633,99.64,99.632,100.356,94.55,660757.4882,7798646.841,869.3115717,844.750140,347.042670,1.249833,35.508954,1.044381,105.465360,0.119847,0.890292,6.112197,11.471070,822.465000,408.108750,1.304625,89.706750,4.079250,140.201250,0.128625,1.745625,8.195250,12.035625,1097.433480,508.323200,1.111957,63.540400,6.671742,104.160870,0.136158,1.611203,4.470521,13.071168,1499.384271,1807.698585,1.547007,94.074750,5.937162,131.704650,0.209055,3.721179,6.146217,22.703373,1
FDDI0269,91.7,102.45,IF,45.305,31.261,0.04,0.501,0.083,3.19,0.006,0.053,0.011,1.162,,35.24308,45.468,11.463,13.821,29.248,45.69,29.85,0.042,0.272,0.043,4.3,0.004,0.042,0.002,1.375,,56.33,14.43,0.053,0.615,0.198,3.5,0.009,0.044,0.044,1.046,,50.54,23.81,0.04,0.655,0.139,2.47,0.008,0.052,0.021,0.99,,37.911,43.571,0.03,0.738,0.072,1.684,0.006,0.073,0.008,0.958,,100,99.861,99.792,99.438,99.434,100.337,69.77,660757.5212,7798648.729,858.6017874,2077.432920,1357.219800,1.909656,12.367296,1.955124,195.512400,0.181872,1.909656,0.090936,62.518500,645.710790,165.411090,0.607539,7.049745,2.269674,40.120500,0.103167,0.504372,0.504372,11.990298,698.513340,329.078010,0.552840,9.052755,1.921119,34.137870,0.110568,0.718692,0.290241,13.682790,1108.820928,1274.364608,0.877440,21.585024,2.105856,49.253632,0.175488,2.135104,0.233984,28.019584,1
FDDI0269,102.45,113.65,IF,42.535,33.664,0.037,1.909,0.063,2.821,0.008,0.16,0.299,1.39,,39.04401,42.473,13.137,17.25,27.14,45.11,30.85,0.045,0.594,0.061,3.63,0.009,0.094,0.061,1.706,,47.13,23.01,0.048,3.766,0.085,3.73,0.009,0.264,0.888,1.268,,47.23,26.79,0.03,2.463,0.072,2.09,0.008,0.171,0.376,1.165,,33.296,47.592,0.025,2.715,0.049,1.581,0.007,0.207,0.336,1.097,,100,99.685,99.724,99.127,99.455,100.04,70.54,660757.5545,7798650.635,847.7935223,1915.957030,1310.292050,1.911285,25.228962,2.590853,154.176990,0.382257,3.992462,2.590853,72.458938,619.146810,302.282370,0.630576,49.473942,1.116645,49.001010,0.118233,3.468168,11.665656,16.657716,814.717500,462.127500,0.517500,42.486750,1.242000,36.052500,0.138000,2.949750,6.486000,20.096250,903.653440,1291.646880,0.678500,73.685100,1.329860,42.908340,0.189980,5.617980,9.119040,29.772580,1
FDDI0269,113.65,125.75,ICM,42.155,37.333,0.044,0.465,0.041,1.896,0.006,0.072,0.019,3.016,,39.95572,76.656,4.409,5.281,13.654,42.11,37.39,0.045,0.307,0.041,2.08,0.006,0.07,0.012,3.072,,46.68,28.25,0.065,1.637,0.062,2.72,0.004,0.064,0.072,3.103,,48.64,28.24,0.041,0.771,0.056,0.9,0.005,0.065,0.041,2.835,,38.437,43.461,0.033,0.857,0.027,0.984,0.004,0.091,0.03,2.743,,100,99.877,99.884,99.369,99.413,100.184,89.67,660757.5898,7798652.658,836.320512,3227.984160,2866.167840,3.449520,23.533392,3.142896,159.444480,0.459936,5.365920,0.919872,235.487232,205.812120,124.554250,0.286585,7.217533,0.273358,11.992480,0.017636,0.282176,0.317448,13.681127,256.867840,149.135440,0.216521,4.071651,0.295736,4.752900,0.026405,0.343265,0.216521,14.971635,524.818798,593.416494,0.450582,11.701478,0.368658,13.435536,0.054616,1.242514,0.409620,37.452922,1
FDDI0269,125.75,139,ICM,40.048,40.898,0.032,0.306,0.059,1.322,0.031,0.169,0.009,3.518,,42.90032,94.768,1.691,0.952,2.589,40.02,40.99,0.032,0.281,0.06,1.31,0.032,0.174,0.008,3.547,,42.94,35.01,0.043,0.579,0.069,2.57,0.008,0.087,0.022,3.222,,45.28,31.89,0.04,0.841,0.053,2.09,0.008,0.077,0.056,3.228,,37.265,44.699,0.026,0.837,0.026,0.664,0.007,0.084,0.021,2.774,,100,99.75,99.768,99.496,99.5,99.373,84.15,660757.6282,7798654.858,823.8380737,3792.615360,3884.540320,3.032576,26.629808,5.686080,124.146080,3.032576,16.489632,0.758144,336.142096,72.611540,59.201910,0.072713,0.979089,0.116679,4.345870,0.013528,0.147117,0.037202,5.448402,43.106560,30.359280,0.038080,0.800632,0.050456,1.989680,0.007616,0.073304,0.053312,3.073056,96.479085,115.725711,0.067314,2.166993,0.067314,1.719096,0.018123,0.217476,0.054369,7.181886,1
FDDI0269,139,149.3,XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.35,660757.6639,7798656.903,812.2419624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FDDI0271,0,6.4,IAL,57.975,2.764,0.158,3.635,0.324,9.822,0.011,0.05,0.21,0.22,,17.35926,34.099,30.856,20.001,15.044,58.65,2.56,0.158,3.333,0.32,10.13,0.01,0.042,0.142,0.17,,58.3,2.47,0.155,3.426,0.345,9.71,0.01,0.045,0.199,0.227,,58.01,3,0.156,3.411,0.316,9.27,0.011,0.05,0.239,0.309,,55.735,3.516,0.164,5.043,0.3,10.089,0.017,0.079,0.35,0.2,,100,100.135,100.825,99.987,99.649,99.518,100,661054.8918,7798730.575,905.3584297,1999.906350,87.293440,5.387642,113.651967,10.911680,345.422870,0.340990,1.432158,4.842058,5.796830,1798.904800,76.214320,4.782680,105.712656,10.645320,299.611760,0.308560,1.388520,6.140344,7.004312,1160.258010,60.003000,3.120156,68.223411,6.320316,185.409270,0.220011,1.000050,4.780239,6.180309,838.477340,52.894704,2.467216,75.866892,4.513200,151.778916,0.255748,1.188476,5.265400,3.008800,1
FDDI0271,6.4,16.5,IMN,53.1,10.578,0.034,2.33,3.088,6.684,0.011,0.05,0.066,0.474,,24.61414,34.204,22.433,17.121,26.242,54.86,5.26,0.042,2.532,3.555,8.83,0.009,0.038,0.057,0.339,,54.7,5.92,0.033,2.188,4.335,7.4,0.012,0.04,0.056,0.42,,55.87,8.38,0.031,1.849,3.17,5.37,0.013,0.05,0.064,0.367,,47.632,22.924,0.027,2.503,1.359,4.131,0.01,0.073,0.086,0.766,,100,99.647,99.808,99.447,99.727,99.558,91.58,661054.8925,7798731.857,897.2086093,1876.431440,179.913040,1.436568,86.604528,121.595220,302.021320,0.307836,1.299752,1.949628,11.595156,1227.085100,132.803360,0.740289,49.083404,97.247055,166.004200,0.269196,0.897320,1.256248,9.421860,956.550270,143.473980,0.530751,31.656729,54.273570,91.939770,0.222573,0.856050,1.095744,6.283407,1249.958944,601.571608,0.708534,65.683726,35.662878,108.405702,0.262420,1.915666,2.256812,20.101372,1
FDDI0271,16.5,22.2,IF,45.406,29.661,0.038,1.753,0.125,3.885,0.009,0.054,0.118,0.213,,35.76202,36.239,13.186,19.779,30.796,50.4,22.85,0.046,1.072,0.094,4.45,0.011,0.035,0.076,0.211,,54.76,15.8,0.049,1.31,0.189,4.83,0.009,0.036,0.123,0.241,,53.12,19.44,0.033,1.114,0.145,3.42,0.008,0.04,0.111,0.217,,30.571,50.176,0.028,3.155,0.123,3.115,0.007,0.092,0.17,0.201,,100,100.624,100.754,100.728,100.317,100.624,75.44,661054.8869,7798733,889.3917981,1826.445600,828.061150,1.666994,38.848208,3.406466,161.263550,0.398629,1.268365,2.754164,7.646429,722.065360,208.338800,0.646114,17.273660,2.492154,63.688380,0.118674,0.474696,1.621878,3.177826,1050.660480,384.503760,0.652707,22.033806,2.867955,67.644180,0.158232,0.791160,2.195469,4.292043,941.464516,1545.220096,0.862288,97.161380,3.787908,95.929540,0.215572,2.833232,5.235320,6.189996,1
FDDI0271,22.2,28,IGO,48.357,25.071,0.025,1.406,0.081,4.29,0.006,0.046,0.149,0.197,,31.15161,48.364,11.614,15.142,24.88,50.11,22.64,0.028,0.805,0.039,4.75,0.005,0.031,0.043,0.203,,56.45,13.33,0.028,1.345,0.109,4.79,0.008,0.034,0.238,0.177,,55.81,14.19,0.025,1.501,0.124,4.45,0.009,0.04,0.296,0.154,,36.634,41.899,0.019,2.544,0.125,3.065,0.007,0.083,0.223,0.219,,100,100.244,100.008,100.637,100.478,100.376,90.52,661054.8771,7798733.838,883.7032335,2423.520040,1094.960960,1.354192,38.933020,1.886196,229.729000,0.241820,1.499284,2.079652,9.817892,655.610300,154.814620,0.325192,15.620830,1.265926,55.631060,0.092912,0.394876,2.764132,2.055678,845.075020,214.864980,0.378550,22.728142,1.877608,67.381900,0.136278,0.605680,4.482032,2.331868,911.453920,1042.447120,0.472720,63.294720,3.110000,76.257200,0.174160,2.065040,5.548240,5.448720,1
FDDI0271,28,35.8,IGO,43.654,32.472,0.021,0.291,0.081,5.442,0.007,0.038,0.003,0.16,,38.42745,62.517,11.922,10.084,15.477,46.78,27.79,0.02,0.195,0.057,5.89,0.004,0.027,0.002,0.16,,47.99,24.91,0.03,0.299,0.09,6.75,0.005,0.031,0.002,0.144,,44.51,31.89,0.024,0.401,0.158,4.6,0.007,0.049,0.009,0.171,,27.128,57.588,0.019,0.604,0.122,3.175,0.022,0.081,0.007,0.164,,100,100.802,100.891,100.777,100.832,100.443,94.23,661054.8697,7798734.844,876.9780811,2924.545260,1737.347430,1.250340,12.190815,3.563469,368.225130,0.250068,1.687959,0.125034,10.002720,572.136780,296.977020,0.357660,3.564678,1.072980,80.473500,0.059610,0.369582,0.023844,1.716768,448.838840,321.578760,0.242016,4.043684,1.593272,46.386400,0.070588,0.494116,0.090756,1.724364,419.860056,891.289476,0.294063,9.348108,1.888194,49.139475,0.340494,1.253637,0.108339,2.538228,1
FDDI0271,35.8,42.7,IGO,44.557,31.362,0.057,0.804,0.067,4.649,0.006,0.051,0.026,0.167,,37.13305,57.274,12.054,13.052,17.62,47.86,26.45,0.066,0.437,0.058,5.27,0.005,0.038,0.016,0.145,,48.43,24.02,0.069,1.202,0.101,5.97,0.008,0.049,0.05,0.146,,42.72,34.53,0.045,1.121,0.081,3.48,0.009,0.062,0.026,0.34,,32.534,50.004,0.03,1.489,0.062,2.594,0.007,0.085,0.041,0.124,,100,100.8,100.851,100.812,100.475,100.867,98.55,661054.8669,7798735.951,869.7119179,2741.133640,1514.897300,3.780084,25.028738,3.321892,301.833980,0.286370,2.176412,0.916384,8.304730,583.775220,289.537080,0.831726,14.488908,1.217454,71.962380,0.096432,0.590646,0.602700,1.759884,557.581440,450.685560,0.587340,14.631292,1.057212,45.420960,0.117468,0.809224,0.339352,4.437680,573.249080,881.070480,0.528600,26.236180,1.092440,45.706280,0.123340,1.497700,0.722420,2.184880,1
FDDI0271,42.7,53.25,IGO,49.3,23.646,0.049,0.481,0.093,5.525,0.006,0.048,0.014,0.304,,29.97729,42.417,25.065,12.194,20.324,52.42,18.25,0.056,0.307,0.083,6.42,0.005,0.037,0.013,0.436,,53.7,16.48,0.055,0.576,0.133,6.38,0.007,0.043,0.012,0.253,,50.73,22.6,0.042,0.545,0.11,4.55,0.006,0.056,0.021,0.153,,36.504,44.372,0.032,0.691,0.056,3.19,0.005,0.074,0.015,0.183,,100,100.404,100.164,100.542,100.528,100.662,94.31,661054.878,7798737.274,861.0877118,2223.499140,774.110250,2.375352,13.022019,3.520611,272.317140,0.212085,1.569429,0.551421,18.493812,1345.990500,413.071200,1.378575,14.437440,3.333645,159.914700,0.175455,1.077795,0.300780,6.341445,618.601620,275.584400,0.512148,6.645730,1.341340,55.482700,0.073164,0.682864,0.256074,1.865682,741.907296,901.816528,0.650368,14.043884,1.138144,64.833560,0.101620,1.503976,0.304860,3.719292,1
FDDI0271,53.25,58.35,IAL,36.011,39.245,0.093,4.172,0.101,5.004,0.009,0.262,0.184,0.148,,49.24653,22.062,17.183,21.563,39.192,45.21,26.23,0.124,2.283,0.095,6.8,0.009,0.172,0.101,0.178,,41.68,28.56,0.123,4.504,0.175,6.91,0.013,0.332,0.273,0.153,,40.86,33.25,0.094,4.178,0.105,4.29,0.01,0.247,0.198,0.137,,25.679,54.555,0.062,5.087,0.069,3.55,0.007,0.29,0.185,0.135,,100,100.689,100.619,100.673,100.926,100.605,92.16,661054.8865,7798738.439,853.3499756,997.423020,578.686260,2.735688,50.367546,2.095890,150.021600,0.198558,3.794664,2.228262,3.927036,716.187440,490.746480,2.113509,77.392232,3.007025,118.734530,0.223379,5.704756,4.690959,2.628999,881.064180,716.969750,2.026922,90.090214,2.264115,92.505270,0.215630,5.326061,4.269474,2.954131,1006.411368,2138.119560,2.429904,199.369704,2.704248,139.131600,0.274344,11.365680,7.250520,5.290920,1
FDDI0271,58.35,66.35,IF,43.786,32.323,0.036,1.757,0.075,3.417,0.005,0.092,0.051,1.41,,37.84444,31.414,17.577,25.094,25.915,48.22,26.41,0.04,0.775,0.079,4.13,0.005,0.061,0.032,1.494,,50.83,19.8,0.05,2.102,0.124,5.02,0.008,0.081,0.095,1.152,,48.58,27.31,0.027,1.259,0.054,1.88,0.005,0.082,0.049,2.084,,28.993,52.84,0.029,3.194,0.057,2.953,0.004,0.146,0.046,0.829,,100,100.268,100.38,99.924,99.939,100.684,95,661054.9028,7798739.416,846.8733189,1514.783080,829.643740,1.256560,24.345850,2.481706,129.739820,0.157070,1.916254,1.005248,46.932516,893.438910,348.024600,0.878850,36.946854,2.179548,88.236540,0.140616,1.423737,1.669815,20.248704,1219.066520,685.317140,0.677538,31.593346,1.355076,47.176720,0.125470,2.057708,1.229606,52.295896,751.353595,1369.348600,0.751535,82.772510,1.477155,76.526995,0.103660,3.783590,1.192090,21.483535,1
FDDI0271,66.35,72,IGO,39.494,35.654,0.053,0.738,0.103,6.392,0.012,0.066,0.109,1.466,,43.25305,40.882,22.284,16.395,20.439,44.02,28.81,0.051,0.648,0.07,6.49,0.009,0.054,0.102,0.699,,45.5,24.63,0.06,0.916,0.098,8.28,0.018,0.057,0.152,0.521,,35.72,42.09,0.046,0.662,0.132,5.74,0.01,0.084,0.065,2.558,,26.922,56.198,0.055,0.786,0.15,4.661,0.015,0.086,0.114,3.155,,100,99.528,99.178,99.31,99.711,100.32,99.12,661054.9284,7798740.452,840.1274275,1799.625640,1177.810420,2.084982,26.491536,2.861740,265.324180,0.367938,2.207628,4.169964,28.576518,1013.922000,548.854920,1.337040,20.412144,2.183832,184.511520,0.401112,1.270188,3.387168,11.609964,585.629400,690.065550,0.754170,10.853490,2.164140,94.107300,0.163950,1.377180,1.065675,41.938410,550.258758,1148.630922,1.124145,16.065054,3.065850,95.266179,0.306585,1.757754,2.330046,64.485045,1
FDDI0271,72,80,IGO,42.263,30.724,0.05,1.296,0.066,6.936,0.008,0.057,0.065,0.488,,39.30346,50.315,19.331,13.097,17.257,47.29,23.4,0.055,0.762,0.05,7.57,0.007,0.038,0.053,0.342,,45.11,25.88,0.054,1.357,0.076,7.74,0.009,0.055,0.062,0.312,,33.36,43.69,0.043,1.724,0.088,5.86,0.006,0.078,0.054,0.508,,31.172,47.662,0.037,2.46,0.086,5.002,0.013,0.1,0.114,1.097,,100,99.655,99.593,99.784,99.262,99.992,88.75,661054.9569,7798741.504,833.3840185,2379.396350,1177.371000,2.767325,38.340030,2.515750,380.884550,0.352205,1.911970,2.666695,17.207730,872.021410,500.286280,1.043874,26.232167,1.469156,149.621940,0.173979,1.063205,1.198522,6.031272,436.915920,572.207930,0.563171,22.579228,1.152536,76.748420,0.078582,1.021566,0.707238,6.653276,537.935204,822.503134,0.638509,42.452220,1.484102,86.319514,0.224341,1.725700,1.967298,18.930929,1
